author/canDm,author/canMediaTag,author/coverPicture,author/createdAt,author/description,author/entities/url/urls/0/display_url,author/entities/url/urls/0/url,author/favouritesCount,author/followers,author/following,author/hasCustomTimelines,author/isBlueVerified,author/location,author/mediaCount,author/name,author/pinnedTweetIds/0,author/profilePicture,author/statusesCount,author/twitterUrl,author/url,author/userName,author/verifiedType,bookmarkCount,card/legacy/user_refs_results/0/result/legacy/screen_name,conversationId,createdAt,entities/hashtags/0/indices/0,entities/hashtags/0/indices/1,entities/hashtags/0/text,fullText,id,inReplyToId,inReplyToUsername,isConversationControlled,isQuote,isReply,lang,likeCount,possiblySensitive,quote/author/canDm,quote/author/canMediaTag,quote/author/createdAt,quote/author/followers,quote/author/following,quote/author/id,quote/author/isBlueVerified,quote/author/isVerified,quote/author/location,quote/author/name,quote/isPinned,quote/lang,quote/likeCount,quote/possiblySensitive,quote/quoteCount,quote/replyCount,quote/retweetCount,quote/text,quote/viewCount,quoteCount,quoteId,replyCount,retweetCount,source,text,twitterUrl,viewCount,platform
FALSO,FALSO,,Mon Jan 20 11:37:08 +0000 2020,"Buscando rastros de humanidad en la tecnología
https://t.co/fX1gLppEdi",mmadrigal.com,https://t.co/qTaExE6rgd,40,48122,78,VERDADERO,FALSO,,6314,mmadrigal,"1,24833E+33",https://pbs.twimg.com/profile_images/1718026298017173505/wka7NBDO_normal.jpg,47475,https://twitter.com/SoyMmadrigal,https://x.com/SoyMmadrigal,SoyMmadrigal,,1,,"1,8557E+18",Sun Nov 10 20:04:33 +0000 2024,,,,El nuevo bulo de que los muertos los están guardando como un fortín militar en Paterna https://t.co/zup0uXuV8k,"1,8557E+18",,,FALSO,FALSO,FALSO,es,188,FALSO,,,,,,,,,,,,,,,,,,,,2,,16,121,Twitter for iPhone,El nuevo bulo de que los muertos los están guardando como un fortín militar en Paterna https://t.co/zup0uXuV8k,https://twitter.com/SoyMmadrigal/status/1855703109328097346,84120.0,TikTok
FALSO,FALSO,https://pbs.twimg.com/profile_banners/151010098/1702376193,Wed Jun 02 11:30:17 +0000 2010,Just here to puncture all your overbloated Twitter egos,,,5251,216887,2027,VERDADERO,VERDADERO,The Moon,7380,Souljah,"1,77467E+33",https://pbs.twimg.com/profile_images/1858242636156448768/6oP7e1VM_normal.jpg,309552,https://twitter.com/jeffphilips1,https://x.com/jeffphilips1,jeffphilips1,,16,,"1,64285E+18",Mon Apr 03 11:07:43 +0000 2023,,,,"The southern Kaduna fraud, Ndi Kato that goes by the Twitter handle @YarKafanchan is the prime minister of fake news and bitterness on the internet since the defeat of GEJ in 2015","1,64285E+18",,,FALSO,VERDADERO,FALSO,en,547,,VERDADERO,VERDADERO,Fri Dec 12 14:11:46 +0000 2014,53810.0,30160.0,29177147140,FALSO,FALSO,,MoCrown?? Modupe Adeboye Ayoroh,FALSO,en,9820.0,FALSO,1480.0,4500.0,5360.0,"So Ndi kato spoke on arise TV that Obidients did their research and found that the wife of the man on the Ibom air video works with TVC and her name is Obiajulu.
The lady in question will be taking it up. 

Congratulations fake news peddlers https://t.co/fEiwP5ZMwM",5949130.0,14,"1,64283E+33",91,318,Twitter for Android,"The southern Kaduna fraud, Ndi Kato that goes by the Twitter handle @YarKafanchan is the prime minister of fake news and bitterness on the internet since the defeat of GEJ in 2015",https://twitter.com/jeffphilips1/status/1642846333148053505,961210.0,TikTok
VERDADERO,FALSO,https://pbs.twimg.com/profile_banners/2237865246/1737106192,Mon Dec 09 16:07:45 +0000 2013,"Kickboxer, Father, Businessman, Comedy genius. Brother of @cobratate. Luke 23:34. https://t.co/4Fchq9Tz8e",cobratate.com/newsletter,https://t.co/GHBPSdnCLt,11351,3361956,1268,FALSO,VERDADERO,"Bucharest, Romania",1838,Tristan Tate,,https://pbs.twimg.com/profile_images/1880185716841279488/i-f-SifG_normal.jpg,15500,https://twitter.com/TateTheTalisman,https://x.com/TateTheTalisman,TateTheTalisman,,21,standardnews,"1,86981E+18",Thu Dec 19 18:36:18 +0000 2024,,,,"The MSM better write nice truthful articles now.

Do I forgive and forget the insulting defamatory ones filled with misinformation?

Not sure... I'll sleep on it. 

https://t.co/Hccdy3raPI","1,86981E+18",,,FALSO,FALSO,FALSO,en,989,FALSO,,,,,,,,,,,,,,,,,,,,1,,107,82,Twitter Web App,"The MSM better write nice truthful articles now.

Do I forgive and forget the insulting defamatory ones filled with misinformation?

Not sure... I'll sleep on it. 

https://t.co/Hccdy3raPI",https://twitter.com/TateTheTalisman/status/1869814027146407956,621050.0,TikTok
VERDADERO,FALSO,https://pbs.twimg.com/profile_banners/1244057090521468934/1672446935,Sun Mar 29 00:21:52 +0000 2020,"Opinando y dando una versión alternativa. Comunista. Denunciando la situación de Siria en español. Si quieres leerme, pincha la ??. Si me banean, en Telegram",t.me/BerdaderaH,https://t.co/cBZxUo2IEP,81848,68106,2421,VERDADERO,VERDADERO,Moscú (URSS),5063,On the other side of the Berlin Wall,"1,87209E+34",https://pbs.twimg.com/profile_images/1781745448648048640/Q8i8nvqx_normal.jpg,87872,https://twitter.com/03690jul,https://x.com/03690jul,03690jul,,185,,"1,87376E+18",Mon Dec 30 15:40:47 +0000 2024,,,,"¿Recordáis cuando os vendieron que cerrar las minas era por ecología y os lo tragasteis sin pestañear? Pues era de nuevo mentira. Hoy se quema más carbón que nunca, pero importado. Y con Goldman Sachs haciendo caja. Tontos del culo.","1,87376E+18",,,FALSO,VERDADERO,FALSO,es,5182,,FALSO,VERDADERO,Tue Apr 05 11:26:32 +0000 2011,939660.0,2260.0,2774412220,FALSO,FALSO,Asturias,TPA Noticias,FALSO,es,3180.0,FALSO,2510.0,1150.0,1480.0,????El puerto de Avilés bate su récord de descarga con la llegada de más de 65.000 toneladas de carbón. El buque Kristian Oldendorff supera varios registros históricos del puerto avilesino. #Carbón #Asturias #Récord #PuertodeAvilés https://t.co/eTGNuHTDLH,11334910.0,34,"1,87367E+32",85,2248,Twitter Web App,"¿Recordáis cuando os vendieron que cerrar las minas era por ecología y os lo tragasteis sin pestañear? Pues era de nuevo mentira. Hoy se quema más carbón que nunca, pero importado. Y con Goldman Sachs haciendo caja. Tontos del culo.",https://twitter.com/03690jul/status/1873756125285486899,1813850.0,TikTok
VERDADERO,FALSO,https://pbs.twimg.com/profile_banners/132751637/1695772434,Wed Apr 14 02:46:42 +0000 2010,"Opiniones a título personal |
 ??????|
 @EdinburghUni Energy Finance & Markets |
Competencia, Sustentabilidad y Energía |

Lunes cada 15 días en @LaJornada",,,15769,5534,1117,VERDADERO,VERDADERO,,1834,Alonso,"1,88135E+33",https://pbs.twimg.com/profile_images/1852897860314132480/V-hPme4S_normal.jpg,16325,https://twitter.com/aloyub,https://x.com/aloyub,aloyub,,3,,"1,80936E+18",Fri Jul 05 22:57:23 +0000 2024,,,,"El significado de propaganda es ""información engañosa, falsa o sesgada para favorecer una postura"".
@eugenio_sp decía que massive caller era buena encuestadora, que iba a ganar Xochitl y que tenia 40% del voto.
Es decir, pura propaganda.
Estos ""apartidistas"" se proyectan mucho.","1,80936E+18",,,FALSO,VERDADERO,FALSO,es,98,,FALSO,VERDADERO,Wed Sep 08 02:12:55 +0000 2010,66690.0,15790.0,1881655530,FALSO,FALSO,,Eugenio Sánchez,FALSO,es,60.0,,10.0,10.0,20.0,"Así arrasaron dice el propagandista 

El partido laborista sacó 34%. Ganaron porque los distritos son uninominales y la derecha se dividió por el surgimiento de Reform.",41660.0,1,"1,80936E+34",4,27,Twitter for Android,"El significado de propaganda es ""información engañosa, falsa o sesgada para favorecer una postura"".
@eugenio_sp decía que massive caller era buena encuestadora, que iba a ganar Xochitl y que tenia 40% del voto.
Es decir, pura propaganda.
Estos ""apartidistas"" se proyectan mucho.
La realidad los desnudó, los propagandistas siempre han sido y serán ellos.",https://twitter.com/aloyub/status/1809360956595876146,32890.0,TikTok
VERDADERO,FALSO,https://pbs.twimg.com/profile_banners/1611447485024665600/1734919128,Fri Jan 06 19:40:01 +0000 2023,????FREE PALESTINE ????FREE CONGO????FREE SUDAN it is what it is til it aint | 24. ????| ??????IG: @kimb8spice,,,45364,11522,928,VERDADERO,FALSO,ATL ?any pronouns?,2246,????? virgo manipulation ???? ?,"1,80743E+34",https://pbs.twimg.com/profile_images/1871012506593837056/1iguVPYX_normal.jpg,28352,https://twitter.com/8ctapus,https://x.com/8ctapus,8ctapus,,78,,"1,85675E+18",Wed Nov 13 17:40:54 +0000 2024,,,,these &amp; some mo https://t.co/svDSfldlys,"1,85675E+18",,,FALSO,VERDADERO,FALSO,en,551,FALSO,FALSO,FALSO,Mon Apr 25 21:42:48 +0000 2022,119190.0,7270.0,"1,51871E+34",VERDADERO,FALSO,,"shuttlesworth, j",FALSO,en,102200.0,,532520.0,21040.0,7700.0,Whats yall favorite picture yall took this year?,2793486350.0,1,"1,85533E+34",4,24,Twitter for iPhone,these &amp; some mo https://t.co/svDSfldlys,https://twitter.com/8ctapus/status/1856754121941884974,169330.0,TikTok
VERDADERO,VERDADERO,https://pbs.twimg.com/profile_banners/748629170759077888/1736501975,Thu Jun 30 21:27:58 +0000 2016,"Columnist for The i Paper & Inside Croydon
https://t.co/FCkd1My1lw
Democratic Socialist. Formerly Labour's Executive Director of Policy
Trade unionist",tuc.org.uk/join-a-union,https://t.co/Ae4i33OoiE,14363,38936,848,VERDADERO,FALSO,south London,2162,Andrew Fisher,,https://pbs.twimg.com/profile_images/1655999138503303175/MdyH7W8A_normal.jpg,25756,https://twitter.com/FisherAndrew79,https://x.com/FisherAndrew79,FisherAndrew79,,10,,"1,87729E+18",Thu Jan 09 09:40:49 +0000 2025,250.0,370.0,PoliticsHub,My interview on Sky News #PoliticsHub last night about Elon Musk's fake concern for child protection https://t.co/UQ35Unhte1,"1,87729E+18",,,FALSO,FALSO,FALSO,en,166,FALSO,,,,,,,,,,,,,,,,,,,,0,,15,73,Twitter for Android,My interview on Sky News #PoliticsHub last night about Elon Musk's fake concern for child protection https://t.co/UQ35Unhte1,https://twitter.com/FisherAndrew79/status/1877289414461665686,68380.0,TikTok
VERDADERO,VERDADERO,https://pbs.twimg.com/profile_banners/1608459779239706627/1672321794,Thu Dec 29 13:47:56 +0000 2022,,t.me/ShadowofEzra,https://t.co/m8Dnga3fT0,0,650703,0,VERDADERO,VERDADERO,Nowhere,4174,Shadow of Ezra,"1,68465E+34",https://pbs.twimg.com/profile_images/1608460256752926720/ouO0x9-k_normal.jpg,4447,https://twitter.com/ShadowofEzra,https://x.com/ShadowofEzra,ShadowofEzra,,8089,,"1,87527E+18",Fri Jan 03 20:06:57 +0000 2025,,,,"Leaked emails from ""Cybertruck Bomber"" Matthew Liveisberger claim that drones on the East Coast are using gravity manipulation, a technology allegedly exclusive to China and the United States. 

He accuses the U.S. of hiding its weaponization of exotic technology and warns that https://t.co/00FxllkqdP","1,87527E+18",,,FALSO,FALSO,FALSO,en,29687,FALSO,,,,,,,,,,,,,,,,,,,,651,,1793,7494,Twitter for Android,"Leaked emails from ""Cybertruck Bomber"" Matthew Liveisberger claim that drones on the East Coast are using gravity manipulation, a technology allegedly exclusive to China and the United States. 

He accuses the U.S. of hiding its weaponization of exotic technology and warns that the drones seen across the country are hostile Chinese aircraft launched from the Atlantic in a show of force.

Liveisberger describes these drones as an unprecedented national security threat, capable of carrying unlimited payloads, and suggests China is preparing for an attack on the East Coast.",https://twitter.com/ShadowofEzra/status/1875272661057913280,46771630.0,TikTok
VERDADERO,VERDADERO,https://pbs.twimg.com/profile_banners/1485313533135003650/1717436261,Sun Jan 23 18:08:44 +0000 2022,"¡Por un México mejor!

Para Colaboración: DM",,,17600,206707,337,FALSO,VERDADERO,México,4017,Resistencia Ciudadana ????,,https://pbs.twimg.com/profile_images/1804028671075774465/54wv7BwN_normal.jpg,6038,https://twitter.com/ResistenciaCMx,https://x.com/ResistenciaCMx,ResistenciaCMx,,10,,"1,77494E+18",Mon Apr 01 23:37:29 +0000 2024,2540.0,2660.0,Xóchitl2024,"Los textoservidores generando información falsa.

El miedo es tan grande de @Claudiashein que ya comenzó a pagar para difundir mentiras.

Juega limpio científica/académica o ¿no puedes? ????

¡Están desesperados! 

Y nosotros más cerca de la victoria ??????

#Xóchitl2024 ???? https://t.co/Ee55j1wFsK","1,77494E+18",,,FALSO,FALSO,FALSO,es,1915,FALSO,,,,,,,,,,,,,,,,,,,,40,,756,871,Twitter for Android,"Los textoservidores generando información falsa.

El miedo es tan grande de @Claudiashein que ya comenzó a pagar para difundir mentiras.

Juega limpio científica/académica o ¿no puedes? ????

¡Están desesperados! 

Y nosotros más cerca de la victoria ??????

#Xóchitl2024 ???? https://t.co/Ee55j1wFsK",https://twitter.com/ResistenciaCMx/status/1774944203379818936,532190.0,TikTok
FALSO,FALSO,https://pbs.twimg.com/profile_banners/1473784911756763137/1736856900,Wed Dec 22 22:38:11 +0000 2021,"*????? Y u k i ?
?? | He/Him | ??
?? | A guy who loves videogames, and more! | I draw sometimes | I like Type-Moon ?? | Mostly Sonic stuff ! | Spa/Eng",youtube.com/@yukii_vsthewo,https://t.co/kojRFfEIsn,36329,1687,950,FALSO,FALSO,"18 | ???? | ""Read Tsukihime""",2802,??? ? Y ? K I ? ???,"1,87373E+33",https://pbs.twimg.com/profile_images/1882386325900328960/O5PV3Ue8_normal.jpg,17783,https://twitter.com/Yukivs_theworld,https://x.com/Yukivs_theworld,Yukivs_theworld,,55,,"1,8792E+18",Tue Jan 14 16:01:58 +0000 2025,,,,"Mfs have reasons to hate sonic tiktok

There is a lot of misinformation there","1,8792E+18",,,FALSO,VERDADERO,FALSO,en,1444,,FALSO,FALSO,Fri Oct 14 01:05:59 +0000 2022,2880.0,11150.0,"1,58073E+34",FALSO,FALSO,,Solver El Erizo,FALSO,und,126630.0,FALSO,990.0,1030.0,5590.0,Bro... https://t.co/Kk54uPCJnf,2492570.0,3,"1,87899E+34",18,151,Twitter for Android,"Mfs have reasons to hate sonic tiktok

There is a lot of misinformation there",https://twitter.com/Yukivs_theworld/status/1879197274200576131,222430.0,TikTok
VERDADERO,VERDADERO,https://pbs.twimg.com/profile_banners/1523811278841683969/1659639781,Mon May 09 23:45:01 +0000 2022,buyer & seller of fancy watches (we take crypto) https://t.co/JHdOXU9t5d,luxwatchguy.com,https://t.co/X7snAKK8pz,18416,63096,3055,VERDADERO,VERDADERO,NYC ,3585,The Luxury Watch Guy,"1,88242E+34",https://pbs.twimg.com/profile_images/1523821785942274053/eNKPiZRK_normal.jpg,10136,https://twitter.com/LuxuryWatchGuy1,https://x.com/LuxuryWatchGuy1,LuxuryWatchGuy1,,19,,"1,88205E+18",Wed Jan 22 13:15:00 +0000 2025,,,,"You can get a good condition Rolex Hulk Submariner for 19-20k 

In 2020 they were discontinued so those command a premium (about 23-26k)

In a world where sadly date manipulation on Rolex cards is rampant I dont recommend paying for premiums based on years (unless you can take https://t.co/tvASXv39Th","1,88205E+18",,,FALSO,FALSO,FALSO,en,218,FALSO,,,,,,,,,,,,,,,,,,,,1,,13,9,Twitter for iPhone,"You can get a good condition Rolex Hulk Submariner for 19-20k 

In 2020 they were discontinued so those command a premium (about 23-26k)

In a world where sadly date manipulation on Rolex cards is rampant I dont recommend paying for premiums based on years (unless you can take it to Rolex to verify)",https://twitter.com/LuxuryWatchGuy1/status/1882054360080777727,256270.0,TikTok
VERDADERO,VERDADERO,https://pbs.twimg.com/profile_banners/16917630/1613423523,Thu Oct 23 02:00:07 +0000 2008,10% Humanitarian/90% Warlord - Author of Benghazi: Know Thy Enemy @benghaziattacks - Govie ???? - CIA Alum ?? - Khybers Dog Mom ?? - Keep it Lagom,bit.ly/m/benghazi,https://t.co/tqDu7Fx5sO,14729,272460,5548,VERDADERO,VERDADERO,"Florida, USA",266,Sarah Adams,"1,88259E+34",https://pbs.twimg.com/profile_images/1612647351100792833/XBLo7YJY_normal.jpg,8975,https://twitter.com/TPASarah,https://x.com/TPASarah,TPASarah,,13,,"1,8814E+18",Mon Jan 20 21:38:02 +0000 2025,,,,@AhmadAz98 Afghans shouldnt be in the programs ended today unless they came over the border illegallydont spread misinformation,"1,88146E+18","1,8814E+33",AhmadAz98,FALSO,FALSO,VERDADERO,en,2191,,,,,,,,,,,,,,,,,,,,,8,,31,196,Twitter for iPhone,@AhmadAz98 Afghans shouldnt be in the programs ended today unless they came over the border illegallydont spread misinformation,https://twitter.com/TPASarah/status/1881456173309649205,232340.0,TikTok
FALSO,VERDADERO,https://pbs.twimg.com/profile_banners/1510349734896099328/1734198296,Sat Apr 02 20:13:39 +0000 2022,"Never comply again, resist tyranny, and live free! #TRUMP2024ToSaveAmerica i ifb 40,50 people daily for my account safety, guaranteed ifb",x.com/search?q=from%,https://t.co/8TcwOsKUzE,50431,23923,7960,VERDADERO,VERDADERO,"California, USA",2032,GABRIEL ??,"1,88139E+33",https://pbs.twimg.com/profile_images/1862390847641149442/G2LwrvSx_normal.jpg,61798,https://twitter.com/TheGabriel72,https://x.com/TheGabriel72,TheGabriel72,,14,,"1,87881E+18",Mon Jan 13 14:35:12 +0000 2025,,,,"?? NEWT GINGRICH JUST DESTROYED CBS FAKE NEWS! ??

CBSs @MargBrennan tried to hit Newt with a loaded question comparing Einstein and Kissinger to Trumps refugee policies:

Donald Trump set refugee admissions at very low levels in his first term. Hes talking about blocking https://t.co/FW8y1OElBm","1,87881E+18",,,FALSO,FALSO,FALSO,en,156,FALSO,,,,,,,,,,,,,,,,,,,,3,,11,115,Twitter for iPhone,"?? NEWT GINGRICH JUST DESTROYED CBS FAKE NEWS! ??

CBSs @MargBrennan tried to hit Newt with a loaded question comparing Einstein and Kissinger to Trumps refugee policies:

Donald Trump set refugee admissions at very low levels in his first term. Hes talking about blocking refugee admissions this term. Is that a mistake?

Newt didnt just respondhe dismantled her argument piece by piece. Absolute obliteration! ?? FTN ",https://twitter.com/TheGabriel72/status/1878813050028835314,48720.0,TikTok
FALSO,VERDADERO,https://pbs.twimg.com/profile_banners/265929056/1664913492,Mon Mar 14 10:56:41 +0000 2011,"Canarian actress / Director, Writer & Producer in @montaukcinema",gosua.com/sara-salamo/,https://t.co/ceIjhGOMBI,30193,98298,1319,VERDADERO,FALSO,Madrid - Canarias,1365,Sara Sálamo,"1,69181E+33",https://pbs.twimg.com/profile_images/1864413805771464704/wX0Z2xcF_normal.jpg,18846,https://twitter.com/SaraSalamo,https://x.com/SaraSalamo,SaraSalamo,,26,,"1,52594E+18",Sun May 15 20:54:39 +0000 2022,,,,"BRAVO MONCHI.
Es agotador la impunidad con la que se escriben artículos y titulares fake cada día
Lo veo con mi propia familia todas las semanas por el famoso clickbait.
Si esto lo hace un periodista hace 20 años, publicar sin contrastar, no volvía a pisar una redacción.","1,52594E+18",,,FALSO,VERDADERO,FALSO,es,1670,,VERDADERO,VERDADERO,Tue May 04 22:42:54 +0000 2021,50470.0,16690.0,"1,38971E+34",FALSO,FALSO,"Sevilla, España",SFCSVQ1,FALSO,es,37620.0,FALSO,3070.0,1350.0,12410.0,Monchi y punto  https://t.co/2fugV6LruA,,77,"1,52593E+32",79,292,Twitter for iPhone,"BRAVO MONCHI.
Es agotador la impunidad con la que se escriben artículos y titulares fake cada día
Lo veo con mi propia familia todas las semanas por el famoso clickbait.
Si esto lo hace un periodista hace 20 años, publicar sin contrastar, no volvía a pisar una redacción.",https://twitter.com/SaraSalamo/status/1525942761110876161,,TikTok
FALSO,VERDADERO,https://pbs.twimg.com/profile_banners/493342246/1678982509,Wed Feb 15 18:07:18 +0000 2012,"La ironía es una tristeza que no puede llorar y sonríe. 
Fui periodista de TVE en el País Vasco y corresponsal en Rabat y Londres. Ahora escribo en @EconomiaED_",economiadigital.es,https://t.co/1VuhTtzMLL,19352,24820,5552,VERDADERO,VERDADERO,Donostia San Sebastián,212,Miguel A. Idígoras,"1,63319E+34",https://pbs.twimg.com/profile_images/1679811619776233472/uBSwliNt_normal.jpg,10493,https://twitter.com/maidigoras,https://x.com/maidigoras,maidigoras,,1,,"1,85697E+18",Thu Nov 14 12:14:08 +0000 2024,,,,@EdurneUriarte Creo que el problema de los que se van de X es que saben que han perdido el monopolio de la desinformación.,"1,85703E+18","1,85697E+33",EdurneUriarte,FALSO,FALSO,VERDADERO,es,272,,,,,,,,,,,,,,,,,,,,,3,,14,49,Twitter for Android,@EdurneUriarte Creo que el problema de los que se van de X es que saben que han perdido el monopolio de la desinformación.,https://twitter.com/maidigoras/status/1857034279479361798,32210.0,TikTok
FALSO,VERDADERO,https://pbs.twimg.com/profile_banners/1107605032801718274/1735645582,Mon Mar 18 11:29:52 +0000 2019,"ECI's handle for Voter Awareness. ECI Media Updates @SpokespersonECI

                               General Elections 2024 - https://t.co/LKGTLTAxNR",,,4561,552944,65,VERDADERO,FALSO,,8713,Election Commission of India,"1,88231E+33",https://pbs.twimg.com/profile_images/1720886372784123904/dCI3RoY5_normal.jpg,14547,https://twitter.com/ECISVEEP,https://x.com/ECISVEEP,ECISVEEP,Government,1,,"1,8766E+18",Tue Jan 07 12:16:45 +0000 2025,1590.0,1800.0,DilliDilseVoteKaregi,"""?? ???? ?????? ???? ???...""

CEC Shri Rajiv Kumar responds to allegations on EVM manipulation, voter increase, mismatch in votes polled, and other concerns.

#DilliDilseVoteKaregi #DelhiDecides #ECI #Elections2025 #AssemblyElections https://t.co/eub6BsZD3a","1,8766E+18",,,FALSO,FALSO,FALSO,en,51,FALSO,,,,,,,,,,,,,,,,,,,,2,,12,19,Twitter for Android,"""?? ???? ?????? ???? ???...""

CEC Shri Rajiv Kumar responds to allegations on EVM manipulation, voter increase, mismatch in votes polled, and other concerns.

#DilliDilseVoteKaregi #DelhiDecides #ECI #Elections2025 #AssemblyElections https://t.co/eub6BsZD3a",https://twitter.com/ECISVEEP/status/1876603879544017173,41770.0,TikTok
